Id,Label
2858,The Byrds
2434,Low
24,Lil Wayne
48,David Guetta
2630,2020Soundsystem
2595,Gloria Estefan
2387,Whiskey Myers
1078,Foreigner
2160,Rich Gang
1220,Rhymefest
2669,Thomas Dolby
1625,The Best
140,Tyga
17,Bryan Adams
838,Young MC
2870,Tiffany Alvord
2987,Frankie Goes To Hollywood
1437,Sky Ferreira
2000,Geordie
2957,Splack Pack
819,Lissie
417,Eiffel 65
2698,The Submarines
344,No Doubt
2775,Immortal Technique
987,Extreme
2901,Washed Out
796,Thrift Shop
2754,Jill Sobule
2942,HD Crew
262,Ed Sheeran
2309,Grandmaster Flash & The Furious Five
2148,Jimmy Ray
751,Dirty Heads
2995,Peter Allen
688,Lenka
942,Bobby Brown
1309,Andrew Lloyd Webber
145,H.C.a.T
1430,Matisyahu
2393,Transit
2452,Rhett and Link
1261,Heavy D & The Boyz
2486,Crocodile
2491,Destroy Rebuild Until God Shows
384,Shakira
1877,Modestep
406,*NSYNC
2925,Rich Boy
1702,Tim Noyes
2347,Crystal Castles
2639,Kenny Wayne Shepherd
2616,WHY?
2691,Ray Charles with Alicia Keys
2139,Toro y Moi
883,Bone Thugs-N-Harmony
1249,Deniz Koyu
1961,Keith Anderson
826,The Faint
1419,Framing Hanley
1137,Paul Simon
2378,MSTRKRFT
2488,The Cult
2791,Los Del Rio
513,John Fogerty
2802,K-Young
1754,Winne
2226,Klaypex
1557,Ray Charles
1212,The Charlie Daniels Band
832,Lil Jon
2890,Typhoon
2383,Stoney LaRue
424,Dr. Dog
318,2Pac
1593,Bombay Bicycle Club
2191,Laura Mvula
2912,Tila Tequila
2132,Steve Aoki
2477,Party Band Kings
1879,Wavves
2122,Chuck Berry
2358,Freakstyle Deejay Team
1784,The Raveonettes
2554,Casting Crowns
2743,Take Me To Your Best Friends House
686,The Drifters
1632,Télépopmusik
2446,Foxes
2062,Lil Rob
467,Andrew W.K.
138,M.I.A.
1316,The Velvet Underground
1623,The Expendables
2608,Head Automatica
1964,PMC All-Stars
2250,Ben Kweller
1259,The Verve Pipe
64,AWOLNATION
1135,James Brown & The Famous Flames
1208,Bryan J
2087,Cinderella
1171,Otto Knows
2021,Lil' Zane
1031,Dynamite
1140,Paolo Nutini
2542,Oingo Boingo
1364,Fastball
2519,Boyzone
2248,Clay Walker
440,Roscoe Dash
2007,Union Of Sound
45,Bruno Mars
235,Blake Shelton
1055,Kip Moore
207,Disturbing Tha Peace
1250,Armin van Buuren
2251,The Afters
581,Ester Dean
663,Havana Brown
533,C & C Music Factory
1255,Yellowcard
1160,The Go-Go's
2634,Johnny Stimson
2807,Joey Bada$$
2922,The Royal Concept
98,Meek Mill
2238,Youth Group
133,Jeremih
2304,Ain't Nobody Fucking With My Clique
1337,China Anne McClain
1768,Charlene Soraia
1732,Reel 2 Real
306,Bill Conti
2456,Audioslave
2427,Adam Sandler
1839,Mazzy Star
2220,Coheed and Cambria
1463,Dan Bull
172,Mickey Avalon
357,Ozzy Osbourne
2118,ダリル・ホール & ジョン・オーツ
2421,DJ Quik
2579,Safari Sound Band
2403,Miranda Cosgrove
280,Commodores
527,Stephen Schwartz
168,Anna Kendrick
494,The Rembrandts
111,Big Country
2123,Frankie Valli
1124,Masters of Youth
103,Nelly
2842,Del Baldo
2576,The Marvells
213,The Verve
2373,Pryda
901,Mike Jones
1483,The Platters
158,Digable Planets
105,Timbaland
462,D'Angelo
1132,Sister Sledge
1488,Electric Slide Music Makers
2799,Loudon Wainwright III
1403,Neon Hitch
2684,Ameritz - Tribute
2831,All Bossa Too
2101,Daroot
2557,Citizens & Saints
1709,Paul Wall
2909,Limahl
690,Dash of Honey
522,Ying Yang Twins
1339,Spankers
2690,Merle Haggard & The Strangers
846,Paramore
1729,Gary Glitter
2962,Alkaline Trio
2567,Slim & Slam
599,Krewella
957,The Righteous Brothers
2729,Tyler Hilton
1286,Walk Off the Earth
2495,The Rival
1163,Talking Heads
2916,CHAPPO
1197,Good Charlotte
1743,Willow
2031,Owl Vision
2986,DeBarge
2820,Ozzie Kotani
2316,Scatman John
1769,Dum Dum Girls
2568,Obadiah Parker
2526,Stafford Brothers
2577,Ohio Players
1772,Lo Mejor del Rock del nuevo Milenio
2795,The Edgar Winter Group
1471,AFI
488,Fugees
2152,The Gray Havens
569,The Middle East
1223,Jerrod Niemann
667,Yeah Yeah Yeahs
1820,The Ukulele Boys
453,Lemaitre
2911,Raspberries
1934,X-Sonic
1882,Supergrass
1699,Limp Bizkit
516,ZZ Top
278,Rush
1392,Smoke & Jackal
366,Missy Elliott
637,The Turtles
2469,Knife Party
2556,Andy Lange
1828,Brand Nubian
1314,The Moldy Peaches
2219,Sick Puppies
2950,Octoberfest
87,Weezer
1971,Megan Nicole
2128,Pulp
2964,Sam Morrison and Turn The Page
2078,The Musical Starlight Ensemble
2301,Ultimate Dubstep Hits
1822,Thievery Corporation
1951,Black The Ripper
2998,Good Kush & Alcohol
1915,Pumped Up DJs
1194,Yusuf / Cat Stevens
1128,DJ Sammy
231,Thompson Square
13,The Bangles
990,tobyMac
2717,Sid Diamond
1280,Conor Maynard
2255,Kellie Pickler
1073,The J. Geils Band
805,Twenty One Pilots
1424,Papa Roach
2734,Aniceto Molina Y La Luz Roja De San Marcos
1672,Kris Orlowski
783,Smallpools
2166,Sondre Lerche
2034,Fat Freddy's Drop
2436,Karaoke Hits Band
2904,Schoolboy
717,Europe
198,Unk
390,Ja Rule
1139,The Kooks
550,LFO
115,Dexys Midnight Runners
439,Childish Gambino
1771,The Beatles Tribute Project
2049,Tom Cochrane
1234,Wyclef Jean
1189,Alison Krauss
1627,Karneval Dance Megaparty 2013
1688,Mase
1799,The Freshman
2707,The Child of Lov
2366,ProTracks (Karaoke)
2862,Eisley
2212,Hot Chip
558,Shania Twain
1679,The Smiths
657,Sebastian Ingrosso
2703,Maximum Melody
1327,The Starting Line
1283,New Politics
1365,Ortal Dj
186,The Doobie Brothers
509,Faydee feat. Lazy J
1954,Lee Greenwood
1614,Tiffany
1646,Carly Simon
1600,Crookers
1083,Two Gallants
818,The Civil Wars
2572,John Farnham
2173,Cory Morrow
538,Buddy Holly
1378,Missing Persons
2450,Eddie Floyd
268,Bad Company
1651,Ginny Blackmore
2999,Yiruma
2507,Drunk Puppies
704,Nitty Gritty Dirt Band
83,Smash Mouth
32,Coldplay
2093,Winger
1965,Grits
2826,Basto
1156,Bonnie Tyler
1585,Big Boi
1584,Gucci Mane
1281,Pleasure P
1458,Death Cab Drivers
1937,Keith Sweat
1510,D4L
1172,Mike Candys
1861,Madcon
312,Keith Urban
1310,Lillias White
641,Dorrough Music
1969,Saving Abel
1338,D.H.T.
2733,Further Seems Forever
2052,BBMak
793,Your Favorite Martian
2816,Elliott Smith
1102,Japandroids
2604,London Philharmonic Orchestra
135,Fat Joe
601,Yolanda Be Cool
1033,Jake Owen
2314,Blue Swede
2958,The Real Booty Babes
2194,Churchill
2340,The Fratellis
1717,Black Jonas Point
1474,Sweet
1722,Sonique
2176,The Hit Co.
687,The Contours
2531,"Joe ""Bean"" Esposito"
2868,Karaoke Star Explosion
982,Nero
496,Seal
2502,Gene Loves Jezebel
455,Martin Solveig & The Cataracs
1446,Israel Kamakawiwo'ole
2229,Serena Ryder
635,Don Henley
1766,Orquesta De Salon
1106,Sure Shot Kid
2719,Apocalyptica
2841,Aperture Science Psychoacoustic Laboratories
1840,John Hiatt
184,Rod Stewart
2738,Wild Stylerz
2416,Killswitch Engage
1643,Okkervil River
36,Jason Mraz
330,Kenny Chesney
2731,Delilah
425,Bibio
2772,FM Static
1233,Enya
1598,Nena
2602,Paul Engemann
2343,Dead by April
1547,Wilco
1466,ELIZA
1805,Breaking Benjamin
2329,Slick Rick
761,Pierce The Veil
2033,Goodwill
780,Born Ruffians
501,Run–D.M.C.
809,Dixie Chicks
149,The Black Keys
521,Eli Young Band
2312,Ritchie Valens
380,Grateful Dead
2024,Skid Row
2523,Josie Charlwood
329,Gin Blossoms
856,Iron Maiden
2130,Colton B
2463,David Byrne
1022,MellowHype
931,Parachute
683,Engelbert Humperdinck
1739,Steve Tyrell
1054,Easton Corbin
347,Jimmy Buffett
339,Sara Bareilles
540,Glee Cast
2786,Delicate Steve
1932,Amanda Jenssen
63,Alex Clare
2209,Joan Baez
1750,Griffin House
221,The White Stripes
2741,Precision Tunes
2331,Siouxsie and the Banshees
429,Anberlin
23,JAY Z
1176,Flight Facilities
1363,Phosphorescent
1726,Hip Hop Classics
656,Rudimental
1236,Dion
912,The Floor Fillers
2460,Terra Naomi
2279,Greyson Chance
597,South Park Mexican
970,Angus & Julia Stone
1490,The Tymes
797,Live Wire
2283,Foxygen
54,Ellie Goulding
2829,J Bigga
1569,Animal Photograph
945,Estelle
164,Neon Trees
1232,Cherub
2174,Charlie Robison
2409,The Corrs
1977,Mervyn Warren
413,Christina Perri
678,Datsik
189,Boston
551,R.E.M.
385,Iyaz
317,GZA
100,LMFAO
2794,Little Eva
2029,The Dream Team
1658,Chevelle
2781,Bowerbirds
304,O.A.R.
1675,David Gray
2273,John Dahlbäck
1146,Bill Medley
1103,The Hit Crew
590,Toni Braxton
2803,Hugo
2956,TSPOON DJ SQUAD
2380,Wanessa
167,The Killers
2377,Scissor Sisters
269,Genesis
2744,John Prine
2747,Julia Stone
2190,Sérgio Mendes
2405,The Chiffons
1225,Boyz II Men
610,Bubba Sparxxx
2339,Quietdrive
1803,Craig David
2555,The Sing Team
114,The Human League
1749,Britt Nicole
870,Andrés Calamaro
893,Snoop Lion
2055,Montel Jordan
2284,Telekinesis
360,TLC
2494,Sonny J
1645,Matt Hires
1411,Gillian Hills
1367,Kait Weston
192,The Kinks
1832,Problem
1004,Timeflies
1922,Clipse
372,Hot Chocolate
1158,Fine Young Cannibals
778,New Kids On The Block
749,Joe Brooks
1195,The Foundations
2996,"John Gallagher, Jr."
2732,Klaus Badelt
1227,Smokey Robinson & The Miracles
2953,Kensington Square
1806,DragonForce
900,The Animals
12,The Outfield
747,Naughty By Nature
2468,Primal Scream
571,Deee-Lite
1229,Stevie Nicks
241,Arcade Fire
979,Trip Lee
1512,Party Hit Kings
395,Lily Allen
1823,Mobb Deep
1326,Forever The Sickest Kids
1770,The Oh Hellos
225,Bloodhound Gang
1517,Sing King
426,DJ Redbi
1707,John Travolta
633,Five For Fighting
1399,Solange
2694,We Are Scientists
2372,Joe Moses
2532,Michael Sembello
2822,Red
577,Keke Palmer
1500,Eddie Cochran
2040,Global Deejays
2061,Trillville
30,The Wanted
1253,Swishahouse
711,Wild Cherry
1115,Kevin Lyttle
2185,Emmelie de Forest
1240,The Young Rascals
2730,Cross Road
1390,Pokémon
2406,DJ Class
1467,The Ataris
1833,Blake McGrath
2804,Fresh Beat MCs
2503,Toadies
316,Common
1275,Shop Boyz
341,Tracy Chapman
2997,Mickey Factz
2640,Joe Jonas
554,Eric Clapton
2057,Dorm Parties
644,T-Pain
764,Edwyn Collins
1507,Mindless Behavior
1084,A Day To Remember
2177,Fury Of Five
2625,Robin Kassner
1086,Jonn Hart
1821,Sixx:A.M.
1391,Das Racist
1562,Alicia Bridges
2276,Stéphane Pompougnac
1040,Dubba Jonny
302,Bon Jovi
2833,Paul Di'Anno
1548,The Sing-Off Singers
968,J. Dash
1587,Wild Child
643,Borgore
1191,Fiona Apple
1801,Enrique Iglesias feat. Pitbull
960,Ben Folds
1755,U-niq
583,Flipsyde
2758,Nipsey Hussle
190,Creedence Clearwater Revival
2539,Romeo Santos
443,Avalanche City
2432,Music for the Masses
989,Spose
1516,Pollie Pop
2647,The Country Dance Kings
1087,The Diplomats
354,Harold Faltermeyer
2005,The Children of Newtown
2228,Smith Westerns
1525,Anthony Rapp
1535,Duffy
1942,Jake Bruene
260,Fall Out Boy
108,OutKast
874,Shaun Reynolds feat. Laura Pringle
1857,Camper Van Beethoven
1321,Tamar Braxton
1366,Shwayze & Cisco
1473,AKB48
1056,Justin Moore
2037,Charlotte Sometimes
661,Den svenska björnstammen
1284,Amy Stroup
1322,Bombilates
10,Passenger
2641,Gavin Rossdale
1843,Dave Matthews
328,Mr. Big
2851,Laura Jansen
2845,Daddy Yankee
97,J. Cole
1872,Back In Black
1986,Bitter:Sweet
491,Radiohead
311,Tom Petty
947,Sleigh Bells
2859,The Judds
1272,Violent Femmes
1704,Casey Abrams
1091,Nick Cannon
47,Katy Perry
726,311
1654,Guru Josh Project
2197,IAMDYNAMITE
1479,The Treblemakers
2582,Manu Chao
2855,Caravan Palace
2398,Q Lazzarus & Garvey
1678,Asking Alexandria
123,Chamillionaire
1669,Dashboard Confessional
1972,Judy Kuhn
791,Kraddy
2192,Jane's Addiction
2026,Michael Silverman
296,Kat Edmonson
85,Guns N' Roses
2287,Feist
2390,Randy Rogers Band
2499,Sultan + Shepard 
43,Adele
1847,Shawn Mullins
578,Luscious Lady
400,Klangkarussell
152,Jimmy Eat World
1894,The Knife
2035,Imogen Heap
403,Vitamin C
2573,Los Amigos Invisibles
1379,Weaving The Fate
2866,Ashleigh Brown
1748,Brian McKnight
1251,Party Starters
4,R. Kelly
454,Youngblood Hawke
825,Shindig Society
828,MiMS
2702,Wye Oak
50,Jason Derulo
1893,Morrissey
1079,The F-Ups
2060,Petey Pablo
1667,Something Corporate
2536,Deftones
1472,The Distillers
1992,Jaymay
1165,Yes
1775,The City of Prague Philharmonic Orchestra
526,Louis Armstrong
183,Blue Öyster Cult
1027,Neil Young
670,Rilo Kiley
1681,David Cassidy
1405,Allstar Weekend
2075,Donna Lewis
2592,Club DJs Incorporated
1950,Jeremy Passion
201,Third Eye Blind
1883,Dirty Projectors
839,LL Cool J
2111,Coco O.
29,fun.
1439,Emphatic
2043,Erasure
1866,Pomplamoose
1555,Blues Traveler
2100,Gary Clark Jr.
2203,Antonio Paul
14,Kid Rock
1635,Nancy Sinatra
1098,Hedley
31,Train
1412,My Darkest Days
1325,Mayday Parade
1928,Blackalicious
1674,Daughter
1720,Alex E. Styles
1545,Celly Cel
1330,Breathe Carolina
1187,Dave Matthews Band
2981,Andrea Bocelli
2907,The Dodos
2716,Kat Deluna
1211,Dierks Bentley
795,Keri Hilson
2835,ProSound Karaoke Band
1174,Porter Robinson
1218,Bag Raiders
553,Bassnectar
1789,Steve Winwood
2112,Yo Gotti
2679,Cimorelli
1215,Thomas Rhett
499,Rage Against The Machine
351,Slightly Stoopid
2465,Foals
564,The-Dream
1230,T. Rex
1503,Chris Rene
500,Beastie Boys
2109,M. Ward
1323,The Barden Bellas
1010,"Tito ""El Bambino"""
1396,Raekwon
1457,Slash
807,Eagles
2086,The Kills
2815,The Movie Band
1202,Jonas Brothers
902,Lecrae
2411,Travis
2156,Ruben Haze
1085,Finatticz
851,The Romantics
1256,The Wallflowers
2529,Jaron And The Long Road To Love
73,Demi Lovato
310,Spice Girls
240,Two Door Cinema Club
2938,Twinkle Twinkle Little Rock Star
211,Sugar Ray
652,Ivi Adamou
1376,Supertramp
456,Sisqo
2760,Young Dro
2356,MC Lyte
2133,Girlicious
1829,Shampoo
2983,Rich As Fuck
2221,Saliva
834,Doug E. Fresh
915,Tech N9ne
2016,Dean Martin
1752,Matt Corby
466,Leona Lewis
904,Ratt
1807,Cameo
1787,Line Dance Classics
153,Tony! Toni! Toné!
1200,Harry Chapin
2171,Pat Green
1429,Lustra
647,Alina Devecerski
2989,Lucky Boys Confusion
561,E-Dubble
811,Thirty Seconds To Mars
1306,Augustines
2285,Said The Whale
2984,Young Scooter
698,Men Without Hats
2832,Cartel
1269,Harvey Danger
2990,Ameritz Tribute Club
2534,Tyler Ward
137,Driicky Graham
2423,Boogie Down Productions
156,Montell Jordan
2072,LaDonnis
587,The Academy Is...
2487,Handsome Boy Modeling School
2162,Anna Maria Espinosa
2341,Marianas Trench
2827,Just Jack
2619,Track Masters
1120,Justice
1311,Never Shout Never
2199,Khia
1196,Three Dog Night
1262,Baby Boy Da Prince
2515,Hatebreed
1377,Dio
2769,Rock Hero
1783,The Beatles Revival Band
672,Lionel Richie
2538,Kathryn Scott
2054,Roger Bart
2865,Curtis Grimes
2420,Paradiso Girls
2408,Dave Barnes
2332,Desmond Dekker
2692,Franky Dee
2742,Alex G
1147,Franz Ferdinand
1119,Pendulum
2425,Mickey Rooney
1401,Dawes
733,Michael Andrews
1060,Robyn
126,Macklemore
2924,504 Boyz
1694,James Morrison
57,Imagine Dragons
2543,Canned Heat
548,Beckah Shae
110,Daft Punk
585,Pras
2770,Aranda
2910,Mark Knopfler
1116,Flying Lotus
163,Hunter Hayes
582,DEV
2914,Insane Clown Posse
309,Nine Days
1841,Amos Lee
651,Michel Teló
2357,Fulanito
2784,Damien Jurado
2022,INOJ
1616,Bonnie Raitt
2976,B5
2059,Workout Remix Factory
529,We The Kings
2615,Pacha Dance Party DJ's
2142,Rhye
2457,Trox
166,OneRepublic
2426,Coffey Anderson
224,Cobblestone Jazz
2439,Grand Funk Railroad
1493,The Marcels
911,Cascade
696,The Proclaimers
609,Cascada
2266,White Arrows
1057,Greg Bates
2946,Tenacious D
1579,Chet Faker
1006,Cam’ron
1638,Dirty Vegas
1080,Pink Floyd
1782,Philharmonische Orchester des Staatstheaters Cottbus
1747,Roberta Flack
1318,Zac Efron
916,Tech N9ne Collabos
242,Grizzly Bear
284,Tommy Tutone
2010,Girl Talk
289,Lenny Kravitz
2295,Jodeci
185,Kenny Loggins
2857,Lucas Grabeel
294,Rob Zombie
495,Tal Bachman
1487,Nashville Line Dance Riders
200,Don Omar
450,Andrew Spencer
338,Daniel Powter
148,Passion Pit
1684,Real McCoy
2337,Shai
910,David Banner
193,Ram Jam
1380,Flume
2214,Amadou & Mariam
1032,Travis Tritt
2414,Middle Class Rut
2395,Primitive Radio Gods
1760,There For Tomorrow
2768,2 Unlimited
1780,The Hit Makers
2085,Erik Satie
606,Dem Franchize Boyz
907,Republica
958,The Format
766,Morphine
2147,Paris Music
2564,Queensrÿche
770,Faith No More
2991,InstaTrax
1257,Filter
620,Moby
1038,Purity Ring
977,Metro Station
944,The Gap Band
598,Zedd
1966,Eamon
676,Loreen
2394,Cherry Poppin' Daddies
937,Stevie Wonder
744,Lunice
1955,Martina McBride
758,Plug In Stereo
2825,Jack Ingram
1228,The Spencer Davis Group
1003,HeartBeat Cardio Trax
2854,Youth Digital Studio
2039,Joe Diffie
2884,Angela Lansbury
2396,The MegaStars Of Hip Hop & R&B Karaoke
1999,Stevie Stone
1995,Baumer
212,Semisonic
729,Rednex
520,Brad Paisley
1065,Christine Baranski
1026,Ramones
42,Kesha
1980,Gwyneth Paltrow
332,Owl City
376,Spin Doctors
2066,Mr. Mister
1785,Ol' Dirty Bastard
625,Yeasayer
480,Chumbawamba
2657,TQ
490,Nine Inch Nails
820,DJ Spin One
265,Fleetwood Mac
161,P!nk
2140,Tanlines
2045,Woodkid
1413,Good Old War
506,Sean Kingston
321,Jack Penate
77,Baauer
1239,Archie Bell & The Drells
1698,The Cab
151,The Who
905,Musiq Soulchild
2673,Pot-Pourri
180,Joe Budden
2076,Waylon Jennings
2974,Dwight Yoakam
1456,The Neon Crew
72,Styx
943,Carl Carlton
1113,Ingrid Michaelson
2201,Iggy Azalea
2180,León Larregui
724,The Great Pop Crew
1167,The Fixx
368,Tears For Fears
2068,Michael Bolton
246,Capital Cities
1386,MIKA
2830,Kevin Hammond
257,Bob Marley & The Wailers
2,Avicii
1501,Big Tymers
396,The Weeknd
2721,The Royal
79,Ray LaMontagne
2631,Out Hud
2144,RDGLDGRN
1484,Mark Masri
2817,Herb Alpert & The Tijuana Brass
1440,Seether
373,Jay Sean
1207,G-Eazy
774,The Red Jumpsuit Apparatus
75,Eminem
589,Dr. Alban
1580,Diplo
3,Darius Rucker
2150,2AM Club
794,Rucka Rucka Ali
1714,Emmanuel & Phillip Hudson
1905,Cedric Gervais
1911,Joni Mitchell
2170,Dan Black
993,Three Days Grace
592,The All-American Rejects
1332,Al Green
399,Ariana Grande
563,DJ Drama
615,JoJo
1296,Los Lonely Boys
2244,Hip Hop Patrol
2163,Peter Cetera
2759,GS Boyz
2891,The Color Pharmacy
752,The Ready Set
769,Blind Melon
1331,10cc
1505,Slim Thug
53,Beyoncé
449,Tegan and Sara
1689,Alabama Shakes
411,Young the Giant
130,50 Cent
2275,Pistol Annies
1907,Spinnerette
725,Crazy Town
2893,Los Campesinos!
2417,The National
2874,Rhythms Del Mundo
1613,Roy Orbison
1561,Stevie Ray Vaughan
2633,Camera Obscura
2828,Danielle Peck
2108,Jamie Cullum
2164,Passion Beat
1045,The Clash
857,The Cure
291,Snow Patrol
575,Relient K
515,The Alan Parsons Project
1420,"Carter Burwell, Dan Redfeld and Elizabeth Hedman"
2447,Carla Bruni
1659,Runner Runner
1797,Hermitude
88,It's A Cover Up
951,Sophie Ellis-Bextor
2965,Todd Rundgren
1560,America
552,Metallica
889,The Cardigans
1693,Kris Allen
1761,Stateless
1606,Pet Shop Boys
792,SingLike
1705,Iggy Pop
504,Generation X
1244,Right Said Fred
1506,Tear Da Club Up Thugs
1524,Wolfmother
2648,Cassius
287,Nickelback
2107,Mayer Hawthorne
2261,Peter Tosh
1313,Barry Louis Polisar
2438,Hawthorne Heights
261,Pitbull
680,Dustmite
2947,Jace Everett
2584,Nickel Creek
1975,Glen Ballard
859,The Buggles
277,The Band
2708,Tom Odell
404,Eagle-Eye Cherry
2113,James Arthur
1451,Piano Tribute Players
593,Sum 41
2541,Mindless Self Indulgence
616,Danity Kane
1122,Sawyer Brown
2437,The Henningsens
1476,Mountain
2048,Willy Moon
1556,Gloria Gaynor
1058,Bridgit Mendler
948,Annie Lennox
2667,Diana Ross
445,HAIM
1423,Falling In Reverse
104,Justin Timberlake
1431,Sak Noel
2186,Nico & Vinz
2939,Tia Carrere
2464,Tom Tom Club
1519,Korn
2850,Belinda Carlisle
1044,Thin Lizzy
2642,VHS or Beta
614,Akon
2853,Nayer
1370,Blondie
875,Elle Varner
2362,Karaoke Legends
170,El Vez
498,Céline Dion
15,Starship
2643,Kerli
250,The Postal Service
1953,Sequoyah Prep School
2525,Tyler James Williams
80,Florence + The Machine
1941,INNA
1333,Joan Jett
1594,Gregory Alan Isakov
1452,I Can Feel The Love
2256,We Are The In Crowd
2785,Max Parcell
2917,Black Rebel Motorcycle Club
1618,Kim Carnes
2158,Rye Rye
622,Tomoyasu Hotei
2954,"Royce Da 5'9"""
1913,Naomi Scott
946,DJ Felli Fel
511,Chief Tunes
208,DJ Jazzy Jeff
398,"Tyler, The Creator"
1015,Robert DeLong
2269,DJ Harvey
1575,S Club 7
2943,Kardinal Offishall
40,The Notorious B.I.G.
2861,Oxford
1118,Madeon
1538,YC
1529,Sugarland
1302,The Echo-Friendly
1023,YG
718,The Police
1895,The Stranglers
1021,Lee Ann Womack
2933,Alex Gaudino
2689,Sam Morrison Band
1485,Frankie Valli & The Four Seasons
980,Afrojack
2873,Paula DeAnda
2004,NEEDTOBREATHE
420,Far East Movement
604,Yung Joc
1329,Taking Back Sunday
1416,Guster
2090,Yngwie Malmsteen
1499,Mungo Jerry
2375,Nadia Ali
1802,Gyptian
967,"Manchester Orchestra, Grouplove"
1426,Inner Circle
1777,Sammy Davis Jr.
2003,Graham Colton
2389,Casey Donahew
1018,Austin Mahone
1520,Crash Kings
988,The Techno All Stars
2449,Christopher Cross
829,Blue Foundation
531,Odd Future
1590,Jerry Douglas
1629,Sander van Doorn
2367,Backtrack Professional Karaoke Band
876,Kourtney Heart
1670,Royal Teeth
1294,The Click Five
2672,Sammy Hagar
397,One Direction
2236,Saturday Night Fever
2971,Datarock
2728,David Nail
1751,Blue October
2934,Freddie Scott
1347,Tantric
2207,Loggins & Messina
1381,Brantley Gilbert
738,The Ames Brothers
2706,Holy Ghost!
983,Foreign Beggars
545,Rob Base & DJ EZ Rock
939,Elvis Presley
2381,Drew Sidora
991,Ty Segall Band
2006,Erick Morillo
1899,Lou Reed
89,Green Day
2840,Lord Tariq
1721,Michael Franti
897,Steppenwolf
160,The Naked And Famous
352,Will Smith
410,The White Panda
2665,Big Sam's Funky Nation
1052,GMPresents & Jocelyn Scofield
243,The Strokes
566,Mike Posner
2749,Lulu & The Lampshades
1935,Dru Hill
1178,Bill Withers
2936,Nathan Angelo
430,MIsak
1265,The Wonders
2342,The Downtown Fiction
2793,Josh Gracin
2462,Superjam
1097,Boyce Avenue
1169,M-3ox
1602,Arty
428,Fabolous
2895,702
1933,Next
2104,Dispatch
2489,Echo & the Bunnymen
2415,Electric Youth
1513,Disco Trap
293,Lynyrd Skynyrd
1781,Abbey Road
2560,DJ Rell
630,Sam Sparro
444,Bastille
1453,ZZ Ward
1295,Hilary Duff
2020,Donell Jones
474,Johnny Cash
2018,2 LIVE CREW
626,Travis Scott
369,Bad Meets Evil
2798,Langhorne Slim
1148,Theophilus London
2621,Aly & AJ
2735,Hillsong United
2320,Belle & Sebastian
2550,Benny Goodman
95,Miguel
418,The Smashing Pumpkins
55,Jessie J
2896,CSS
2591,Big Audio Dynamite
2521,The Surfaris
1993,Brad Sucks
1860,Lucy Pearl
202,Ron Artest
1247,Stéphane Le Bellec
66,The Script
2231,Toploader
1744,David Archuleta
1205,Alien Ant Farm
1353,Nashville Cast
2712,Josh Abbott Band
2017,Kid Ink
2806,Elvis Crespo
1939,The Tony Rich Project
2172,Dre Dog
2767,A Touch Of Class
37,Gotye
2240,Josh Garrels
1917,AnnaSophia Robb
2181,Art Of Noise
1609,Fitness Music
1192,Sophie B. Hawkins
2646,K7
930,Switchfoot
1051,Naked Eyes
1047,Warrant
788,Vampire Weekend
731,Dead Or Alive
2649,3BallMTY
1533,Aretha Franklin
1991,Broken Bells
1567,NASHVILLE ON TV
2948,James Gang
197,Tinie Tempah
701,Lil' Troy
1948,Wild Belle
421,Matchbox Twenty
1831,Wolf Parade
869,Ben Howard
1630,Basement Jaxx
2222,Of Mice & Men
920,Young Money
746,Cypress Hill
20,Baby Bash
1701,Donavon Frankenreiter
2084,A Cityscape
2098,Jamie Drastik
1193,Tracy Byrd
2715,Elephant Man
2208,John Lennon
2470,The Raconteurs
1242,Personal Trainer Mike
763,Linda Ronstadt
1908,Crystal Fighters
2146,Stephen Walking
674,Jagged Edge
174,Florida Georgia Line
2837,Jo Dee Messina
1979,Lil Chuckee
2590,Black Sabbath
1443,OMC
22,Kanye West
1059,A Great Big World
1663,SBTRKT
2624,Roll Deep
2864,The Piano Guys
638,The Temptations
2325,Corey Hart
300,alt-J
847,My Chemical Romance
1049,George Michael
2103,Grum
1836,Voice Express
2518,The Liverpool Band
2516,Philip Bailey
727,Diggy
975,J. Holiday
478,Vanilla Ice
2688,Ike & Tina Turner
2746,Matt the Electrician
803,LIL Kee
2778,"Grover Washington, Jr."
2388,Turnpike Troubadours
432,Kevin Rudolf
1842,Ryan Adams
841,Skee-Lo
662,Rita Ora
2083,Chris and Thomas
2655,Young Buck
1706,Chubby Checker
216,Deep Blue Something
880,Clyde Carson
1300,Shontelle
539,Natalie Cole
233,Miranda Lambert
2116,Starland Vocal Band
1542,The Bravery
709,John Legend
762,Secondhand Serenade
283,Steve Miller Band
777,G. Love & Special Sauce
179,Cage The Elephant
1563,Nick Lowe
810,Augustana
1303,Hadouken!
1837,Eric Prydz
92,Macklemore & Ryan Lewis
1036,Godsmack
1742,All-4-One
2563,Max Down
447,The Airborne Toxic Event
16,Rick Springfield
282,Jimi Hendrix
1795,Was (Not Was)
2120,Drop City Yacht Club
2763,Shyne
2588,Def Level Five
139,Big Sean
2659,Ben Rector
2528,DJ Remix Factory
1566,The Jacksons
2836,Dúné
1553,Captain & Tennille
266,Phil Collins
1576,Modern English
374,Michael Franti & Spearhead
248,The Shins
1844,The Dirty Dozen Brass Band
2801,Carlitos
1904,Slaughterhouse
1984,DJ Fresh
2548,The Brian Setzer Orchestra
